bowler_canonical_id,bowler_canonical_name,spells,overs_bowled,legal_balls,runs_conceded,wickets,economy_overall,strike_rate_balls_per_wicket,spell_economy_p10,spell_economy_p50,spell_economy_p90,two_plus_wicket_spell_rate,dot_ball_pct,qualified,expensive_over_rate,last_active_season,is_recently_active
13903f13,Tahmeed Rahman,57,56.5,339,482,12,8.531,28.25,3.0,7.0,16.4,0.0175,30.97,True,0.2105,2023,False
218d4d78,MT Renshaw,57,56.17,337,425,14,7.567,24.07,3.6,6.0,13.0,0.0,29.97,True,0.1404,2025,True
f1809c03,Tanay Thyagarajan,56,56.0,336,348,9,6.214,37.33,3.0,6.0,9.5,0.0,37.8,True,0.0536,2023,False
210b05cb,Ehsan Adil,56,56.0,336,523,12,9.339,28.0,2.5,9.0,18.0,0.0179,38.99,True,0.2982,2026,True
0994d0ae,V Shankar,58,55.83,335,435,13,7.791,25.77,3.0,6.5,14.3,0.0172,37.91,True,0.2241,2022,False
c90346a0,D Jansen,56,55.83,335,496,16,8.884,20.94,3.5,8.0,15.0,0.0357,42.09,True,0.2679,2025,True
d2d15439,Aayan Afzal Khan,56,55.83,335,368,24,6.591,13.96,2.0,5.0,11.0,0.0357,38.81,True,0.0893,2025,True
aad0c365,Nithish Kumar Reddy,56,55.17,331,599,13,10.858,25.46,4.5,11.0,17.0,0.0,29.91,True,0.4464,2026,True
78c12883,S Baker,64,55.17,331,509,24,9.227,13.79,3.6,9.6,16.8,0.0469,40.48,True,0.1618,2026,True
9c643d7b,JM Coles,56,55.0,330,442,16,8.036,20.62,3.3,7.2,15.6,0.0,32.73,True,0.1587,2026,True
99c81226,Zia-ul-Haq,55,55.0,330,459,14,8.345,23.57,3.4,8.0,13.0,0.0364,46.36,True,0.2545,2025,True
28392e11,Zaman Khan,58,54.17,325,466,16,8.603,20.31,4.0,8.0,14.12,0.0345,29.85,True,0.1525,2025,True
3bc94fb9,Arun Chaprana,55,54.17,325,403,16,7.44,20.31,2.4,7.0,13.6,0.0182,41.85,True,0.2182,2020,False
caabc8e4,Mohit Kumar,54,53.17,319,395,22,7.429,14.5,3.0,6.0,13.0,0.0185,40.75,True,0.1852,2020,False
7c2e7c17,Kanwar Abhinay,53,53.0,318,373,12,7.038,26.5,2.0,6.0,13.8,0.0566,44.03,True,0.1509,2022,False
de00b96c,Mayank Mishra,53,52.83,317,368,18,6.965,17.61,2.0,5.0,15.0,0.0377,42.27,True,0.2075,2022,False
7b5235a6,Pappu Roy,53,52.67,316,302,19,5.734,16.63,2.0,5.0,11.0,0.0566,48.1,True,0.0755,2020,False
663b5e34,PN Mankad,53,52.5,315,460,16,8.762,19.69,4.0,8.0,15.0,0.0189,26.03,True,0.2642,2024,False
62e203d4,Junaid Siddique,53,52.17,313,448,16,8.588,19.56,3.0,8.0,14.8,0.0943,45.05,True,0.2453,2025,True
779b7f4d,Roosh Kalaria,53,52.17,313,398,19,7.629,16.47,2.2,6.0,15.0,0.0,41.85,True,0.1887,2022,False
e7dd5eca,SL Rainbird,53,52.17,313,475,11,9.105,28.45,3.2,9.0,16.8,0.0189,31.31,True,0.2264,2021,False
c042b412,FJ Klaassen,55,52.0,312,469,17,9.019,18.35,3.0,9.0,15.6,0.0364,37.82,True,0.1607,2025,True
8596fe80,Mohammad Hasnain,55,52.0,312,468,20,9.0,15.6,3.24,8.4,15.6,0.0727,49.36,True,0.2727,2024,False
c5cc48bc,MJJ Critchley,55,51.33,308,483,13,9.409,23.69,3.6,9.0,15.6,0.0,26.62,True,0.2,2024,False
3b63b5cc,Shiva Singh,52,51.17,307,344,7,6.723,43.86,2.0,7.0,12.0,0.0,37.79,True,0.1346,2023,False
dda5aae5,JK Fuller,58,51.0,306,465,10,9.118,30.6,2.4,8.4,14.88,0.0172,37.91,True,0.2241,2024,False
e4072aa1,AH Hooda,51,51.0,306,356,16,6.98,19.12,2.0,6.0,13.0,0.0392,49.02,True,0.1569,2019,False
c18496e1,Bipul Sharma,51,51.0,306,286,14,5.608,21.86,1.0,5.0,10.0,0.0196,49.35,True,0.0588,2020,False
69be866a,Anureet Singh,51,51.0,306,417,14,8.176,21.86,4.0,8.0,13.0,0.0392,38.56,True,0.2353,2020,False
e0407c01,IC Pandey,51,50.67,304,372,13,7.342,23.38,3.0,7.0,11.0,0.0,38.49,True,0.098,2020,False
9cab5daf,NRJ Young,53,50.33,302,453,14,9.0,21.57,3.0,8.0,14.0,0.0189,34.44,True,0.2453,2025,True
45a7e761,Shaheen Shah Afridi,53,50.33,302,452,14,8.98,21.57,3.0,8.0,14.88,0.0189,40.73,True,0.2222,2025,True
69cbffb8,Rajjakuddin Ahmed,50,50.0,300,407,16,8.14,18.75,3.0,8.0,13.1,0.02,32.67,True,0.16,2022,False
a0f612b6,TD Andrews,50,50.0,300,390,13,7.8,23.08,3.0,7.0,13.1,0.02,36.33,True,0.3,2025,True
27e71d47,K Upadhyay,50,50.0,300,375,12,7.5,25.0,2.0,7.0,15.1,0.06,41.67,True,0.2,2019,False
68c56d09,KA Jamieson,50,50.0,300,506,16,10.12,18.75,3.9,9.0,20.0,0.02,38.67,True,0.36,2026,True
5ffc0565,V Nigam,50,50.0,300,491,13,9.82,23.08,4.0,10.0,16.0,0.0,31.33,True,0.32,2026,True
6f4c73ce,RS Primus,51,49.83,299,472,20,9.472,14.95,3.0,8.0,20.0,0.0784,38.8,True,0.2745,2024,False
49bacd0f,Mihir Hirwani,50,49.83,299,362,14,7.264,21.36,3.9,6.0,12.1,0.04,32.78,True,0.14,2021,False
b4f5c2d9,KL Nagarkoti,50,49.17,295,436,13,8.868,22.69,2.9,9.0,15.1,0.02,34.58,True,0.22,2022,False
cf0ccafa,M Siddharth,49,49.0,294,370,24,7.551,12.25,2.0,7.0,15.2,0.0408,43.54,True,0.2041,2026,True
a81e957f,Suryakant Pradhan,50,49.0,294,358,11,7.306,26.73,2.9,6.5,13.0,0.04,44.56,True,0.16,2020,False
f9979b69,Abid Mushtaq,49,49.0,294,292,11,5.959,26.73,2.0,5.0,11.0,0.0204,42.86,True,0.0816,2023,False
971cb321,E Jones,49,48.33,290,455,19,9.414,15.26,2.0,9.0,14.2,0.0204,34.14,True,0.3673,2024,False
5724e517,Tanush Kotian,49,48.17,289,296,18,6.145,16.06,2.0,5.0,11.4,0.0408,43.94,True,0.0816,2024,False
b2a55ac1,Utkarsh Singh,49,48.17,289,302,20,6.27,14.45,2.0,5.0,11.2,0.0204,43.6,True,0.102,2021,False
66b30f71,AB Dinda,49,48.17,289,381,19,7.91,15.21,2.8,7.0,14.2,0.0612,42.56,True,0.2041,2020,False
7e83cef2,Mohit Avasthi,48,48.0,288,372,18,7.75,16.0,2.0,7.0,14.3,0.0417,43.4,True,0.125,2024,False
5456bd0c,LN O'Connor,48,48.0,288,375,11,7.812,26.18,4.0,7.5,12.0,0.0,27.78,True,0.125,2020,False
7c3c0337,Auqib Nabi,50,48.0,288,439,13,9.146,22.15,4.0,8.0,16.1,0.04,36.46,True,0.28,2026,True
9d0344f3,Akif Raja,49,47.83,287,418,14,8.739,20.5,4.0,8.0,15.0,0.0204,27.53,True,0.2449,2024,False
76cc7070,K D Patel,48,47.67,286,425,11,8.916,26.0,5.0,8.5,13.0,0.0208,29.72,True,0.1875,2023,False
5876c626,Mehdi Hassan,48,47.67,286,343,12,7.196,23.83,2.0,6.5,13.15,0.0625,39.86,True,0.1458,2021,False
26989d80,Shashank Singh,47,47.0,282,404,15,8.596,18.8,3.0,8.0,14.4,0.0426,28.72,True,0.2553,2026,True
85aae393,Iqbal Abdulla,47,47.0,282,296,6,6.298,47.0,2.6,5.0,11.0,0.0,43.97,True,0.0638,2021,False
f4ef0fd7,Sumit Ruikar,47,47.0,282,314,11,6.681,25.64,2.0,7.0,11.4,0.0213,40.78,True,0.1064,2023,False
d7b3a420,Jaskaran Singh,47,46.67,280,336,14,7.2,20.0,2.0,7.0,13.0,0.0213,45.36,True,0.1915,2021,False
3ff033bb,MD Shanaka,49,46.5,279,499,17,10.731,16.41,5.8,10.0,16.4,0.0408,26.88,True,0.3673,2026,True
d8b2f218,BB Sran,47,46.5,279,430,7,9.247,39.86,3.6,8.0,16.4,0.0213,38.71,True,0.3404,2019,False
2cbdd22f,Izharulhaq Naveed,46,46.0,276,364,10,7.913,27.6,3.0,7.0,13.0,0.0,30.8,True,0.1739,2023,False
280fff14,Sakib Hussain,46,46.0,276,444,19,9.652,14.53,4.0,8.0,18.0,0.0435,34.42,True,0.3043,2026,True
7ec9711d,P Subrayen,47,45.83,275,342,15,7.462,18.33,2.0,6.0,13.8,0.0426,36.0,True,0.1915,2025,True
133bbd61,Brijesh Sharma,47,45.5,273,450,14,9.89,19.5,4.0,9.0,18.4,0.0426,31.87,True,0.3404,2026,True
719c5146,I Khan,46,45.5,273,280,18,6.154,15.17,1.5,5.0,10.5,0.0435,45.42,True,0.0652,2021,False
cb461421,Divyang Hinganekar,47,45.17,271,303,18,6.708,15.06,2.6,6.0,11.4,0.0638,35.79,True,0.1064,2021,False
b1ad996b,MP Yadav,46,45.17,271,435,12,9.631,22.58,3.5,8.0,16.5,0.0217,42.44,True,0.3043,2026,True
cb4f31e2,Bandaru Ayyappa,46,45.0,270,353,16,7.844,16.88,3.0,7.1,15.0,0.0,38.15,True,0.1957,2022,False
ea02d56d,Ajay Kumar,45,45.0,270,354,18,7.867,15.0,2.4,7.0,14.0,0.0222,43.7,True,0.2667,2025,True
9103ecdb,Muhammad Rohid,45,45.0,270,347,22,7.711,12.27,4.0,7.0,12.6,0.0889,42.59,True,0.2,2025,True
9601c534,SD Lad,45,45.0,270,301,15,6.689,18.0,3.0,6.0,12.0,0.0444,40.37,True,0.1556,2022,False
5cdf8304,JA Davies,45,45.0,270,314,15,6.978,18.0,3.0,6.0,12.0,0.0667,27.04,True,0.2,2025,True
a12e1d51,SL Malinga,46,44.83,269,438,16,9.77,16.81,4.0,10.0,16.0,0.1087,34.57,True,0.2609,2019,False
f3ba1bdc,Rex Rajkumar,46,44.83,269,351,8,7.829,33.62,2.0,7.0,15.0,0.0217,43.49,True,0.2174,2023,False
8361e524,SSB Magala,45,44.67,268,387,15,8.664,17.87,2.4,7.0,15.0,0.0222,34.7,True,0.3111,2023,False
47ccd2bb,Amulya Pandrekar,45,44.67,268,306,11,6.851,24.36,3.0,6.0,12.6,0.0,35.07,True,0.1333,2022,False
19708692,MW Parkinson,48,44.5,267,350,20,7.865,13.35,2.4,7.2,13.2,0.0625,33.71,True,0.0741,2022,False
a343262c,JE Root,44,44.5,267,323,11,7.258,24.27,3.18,6.0,11.64,0.0,29.21,True,0.102,2026,True
4ba2c04d,AJ Nair,44,44.0,264,349,13,7.932,20.31,3.3,7.5,13.4,0.0455,28.41,True,0.1591,2021,False
dadbdb68,JA Duffy,48,44.0,264,443,17,10.068,15.53,4.0,9.6,16.86,0.0208,42.42,True,0.2917,2026,True
1f3febed,Dikshanshu Negi,44,44.0,264,288,11,6.545,24.0,3.0,7.0,10.7,0.0227,39.39,True,0.0682,2022,False
502056e3,Ashith Rajiv,44,44.0,264,325,9,7.386,29.33,2.0,7.0,13.4,0.0455,39.77,True,0.1591,2021,False
870e4cec,BA Pathan,44,44.0,264,303,12,6.886,22.0,2.0,7.0,11.7,0.0455,45.08,True,0.1136,2021,False
30afc92b,Salman Irshad,44,44.0,264,343,14,7.795,18.86,2.3,7.5,14.0,0.0682,40.53,True,0.1818,2025,True
f892fcf9,L Sipamla,44,43.17,259,379,16,8.78,16.19,2.0,8.0,15.0,0.0227,40.15,True,0.2955,2026,True
76860ea3,Lamabam Singh,44,43.17,259,360,10,8.34,25.9,3.3,7.5,14.0,0.0227,28.57,True,0.2045,2023,False
ab6b1c45,AL Phehlukwayo,43,43.0,258,388,15,9.023,17.2,4.0,8.0,16.0,0.0233,28.29,True,0.2558,2024,False
25228673,Harsh Dubey,43,43.0,258,397,15,9.233,17.2,2.4,8.0,16.8,0.0465,31.01,True,0.3256,2026,True
ed5a5510,P Dubey,43,43.0,258,327,9,7.605,28.67,2.2,7.0,13.6,0.0233,30.62,True,0.1395,2025,True
134bead2,Varun Choudhary,43,42.83,257,367,19,8.568,13.53,3.0,8.0,13.8,0.0698,35.41,True,0.186,2021,False
a7c226e1,FH Edwards,43,42.67,256,375,12,8.789,21.33,4.0,8.0,14.8,0.0233,41.02,True,0.2326,2021,False
24d94623,Ankit Sharma,43,42.67,256,326,11,7.641,23.27,4.0,7.0,13.2,0.0,34.77,True,0.1163,2022,False
bd17b45f,STR Binny,42,42.0,252,306,11,7.286,22.91,2.1,6.0,12.9,0.0238,47.22,True,0.1429,2020,False
2af1b6d2,AN Ahmed,43,42.0,252,304,15,7.238,16.8,1.2,7.0,13.16,0.0465,47.62,True,0.186,2021,False
24d163d7,Himanshu Bisht,42,42.0,252,309,11,7.357,22.91,3.0,7.0,13.8,0.0238,34.92,True,0.1429,2022,False
f655d740,CG Harrison,48,41.67,250,364,17,8.736,14.71,3.6,7.2,14.76,0.0208,27.6,True,0.16,2026,True
ca82673d,L Kishan Singha,42,41.33,248,335,10,8.105,24.8,4.0,8.0,14.8,0.0,31.85,True,0.1667,2023,False
50455929,RT Arothe,42,41.33,248,336,15,8.129,16.53,4.0,7.0,13.9,0.0476,31.05,True,0.2143,2019,False
44aac2f0,Arjun Tendulkar,42,41.17,247,345,14,8.381,17.64,2.1,8.0,15.0,0.0238,45.34,True,0.3095,2026,True
b5a12740,M Beardman,41,41.0,246,327,16,7.976,15.38,4.0,8.0,15.0,0.0732,44.31,True,0.1707,2025,True
dc4686e6,BA Bhatt,41,41.0,246,242,4,5.902,61.5,3.0,6.0,10.0,0.0,43.9,True,0.0732,2020,False
59377a7f,NA Gordon,41,41.0,246,376,13,9.171,18.92,4.0,9.0,14.0,0.0488,28.86,True,0.2683,2023,False
9ab63e7b,Mohammad Hafeez,41,41.0,246,259,10,6.317,24.6,2.0,7.0,11.0,0.0244,46.34,True,0.0244,2021,False
7cc093f4,Roshan Alam,41,41.0,246,263,10,6.415,24.6,3.0,5.0,10.0,0.0,36.99,True,0.0732,2022,False
d6cd318e,Atharva Ankolekar,41,41.0,246,234,9,5.707,27.33,2.0,5.0,9.0,0.0,40.24,True,0.0732,2024,False
5935d694,Rishad Hossain,40,40.0,240,313,15,7.825,16.0,3.0,7.0,13.2,0.025,32.92,True,0.2,2025,True
7c503806,J Botha,40,40.0,240,302,11,7.55,21.82,3.9,7.0,12.1,0.0,31.67,True,0.125,2020,False
96a6a7ad,NM Lyon,40,40.0,240,321,8,8.025,30.0,3.0,7.0,14.0,0.025,30.0,True,0.2,2022,False
a8e3170f,Mohammad Irfan,40,39.67,238,283,12,7.134,19.83,0.9,7.5,12.0,0.025,48.74,True,0.15,2018,False
61a3c20c,Palzor Tamang,41,39.67,238,314,9,7.916,26.44,2.0,7.0,15.0,0.0,37.82,True,0.2927,2021,False
9fc0ef64,PJ Sangwan,39,39.0,234,330,14,8.462,16.71,2.0,8.0,14.2,0.0769,40.6,True,0.2051,2023,False
ff1e12a0,AJ Turner,41,39.0,234,313,11,8.026,21.27,3.0,8.0,14.0,0.0244,25.64,True,0.1395,2025,True
7b44eb3e,Shivang Kumar,39,39.0,234,375,9,9.615,26.0,4.0,9.0,15.2,0.0,26.92,True,0.3333,2026,True
1c914163,Yuvraj Singh,39,38.67,232,281,14,7.267,16.57,1.0,7.0,13.2,0.0256,44.83,True,0.2564,2023,False
40caa465,T Kohli,39,38.67,232,386,8,9.983,29.0,4.0,9.0,18.0,0.0,24.57,True,0.25,2022,False
258fa633,Samar Quadri,39,38.5,231,232,8,6.026,28.88,2.0,5.0,12.0,0.0,41.13,True,0.1026,2021,False
39d608d4,F O'Neill,39,38.5,231,303,10,7.87,23.1,3.0,8.0,12.2,0.0513,45.02,True,0.1538,2025,True
32198ae0,MC Henriques,39,38.5,231,269,14,6.987,16.5,2.8,6.0,12.2,0.0513,37.23,True,0.1538,2024,False
9d450c28,C Hemraj,39,38.17,229,269,11,7.048,20.82,2.8,7.0,12.2,0.0513,52.84,True,0.1538,2022,False
f5c9b42c,Mujtaba Yousuf,38,38.0,228,282,9,7.421,25.33,1.7,7.5,14.0,0.0,49.12,True,0.2105,2021,False
1cb14aa4,CJ Dala,39,38.0,228,361,20,9.5,11.4,3.0,8.0,18.4,0.1282,39.91,True,0.2821,2024,False
93fefdfa,Ram Dayal,38,38.0,228,279,9,7.342,25.33,1.7,7.0,12.0,0.0263,42.11,True,0.1579,2021,False
876dbe2d,DR Mousley,40,38.0,228,306,17,8.053,13.41,2.9,8.0,14.46,0.05,37.28,True,0.1667,2025,True
fb24e76c,Monu Kumar,38,38.0,228,290,15,7.632,15.2,3.0,7.0,13.3,0.0526,40.79,True,0.2105,2021,False
36619795,Zeeshan Ansari,39,37.83,227,365,6,9.648,37.83,4.0,10.0,15.0,0.0256,24.67,True,0.2821,2025,True
5b4d1d4e,Nagaho Chishi,39,37.83,227,281,8,7.427,28.38,3.0,7.0,13.2,0.0,41.41,True,0.1026,2023,False
59da1e8a,Kangabam Singh,38,37.67,226,320,8,8.496,28.25,3.0,8.0,13.0,0.0263,35.84,True,0.2632,2021,False
6b4ce914,Bobby Zothansanga,38,37.67,226,276,9,7.327,25.11,2.7,6.0,12.3,0.0,35.4,True,0.1316,2022,False
868e3639,SM Kazi,37,37.0,222,243,13,6.568,17.08,3.0,6.0,10.0,0.0,36.49,True,0.0811,2020,False
23639793,Varun Sood,37,37.0,222,264,7,7.135,31.71,3.0,6.0,11.4,0.0,40.09,True,0.1081,2020,False
0c9652b0,HR Shokeen,37,37.0,222,336,8,9.081,27.75,3.0,9.0,16.4,0.027,40.09,True,0.2432,2023,False
7c30f4d0,Rahil Shah,37,36.67,220,216,7,5.891,31.43,1.0,5.0,10.0,0.027,46.82,True,0.0811,2021,False
aa1210d8,CF Parkinson,35,36.67,220,329,12,8.973,18.33,3.6,9.6,14.16,0.0,34.55,True,0.1364,2025,True
fa2f1dde,K Khejroliya,37,36.17,217,362,8,10.009,27.12,4.0,9.0,17.0,0.0,32.72,True,0.3514,2026,True
da934ee8,MK Lomror,37,36.17,217,258,4,7.134,54.25,2.6,7.0,11.8,0.0,35.02,True,0.1081,2024,False
327c7253,Manish Golamaru,36,36.0,216,222,9,6.167,24.0,2.0,5.0,10.5,0.0,39.81,True,0.0833,2023,False
8b018008,Vikash Singh,36,36.0,216,321,8,8.917,27.0,3.5,8.5,16.0,0.0278,40.28,True,0.2222,2021,False
e941cd33,AR Lamba,36,36.0,216,274,9,7.611,24.0,2.5,7.0,12.0,0.0,42.13,True,0.1389,2026,True
42172c3c,JT Smuts,37,36.0,216,261,8,7.25,27.0,2.0,6.0,13.8,0.0,37.96,True,0.1622,2024,False
d45c29b1,Ashwani Kumar,36,35.5,213,384,18,10.817,11.83,3.0,9.0,21.5,0.0556,32.39,True,0.3611,2026,True
dbe38f35,Amshi de Silva,36,35.17,211,306,13,8.701,16.23,3.0,7.0,16.0,0.0278,41.23,True,0.3056,2026,True
5b16a806,A Dananjaya,35,35.0,210,294,7,8.4,30.0,4.0,8.0,13.6,0.0,39.05,True,0.2,2022,False
0af3426f,SS Mundhe,35,35.0,210,258,6,7.371,35.0,3.0,7.0,13.0,0.0,42.38,True,0.1429,2022,False
7bc29ffb,CA Dry,35,35.0,210,343,9,9.8,23.33,3.4,8.0,17.0,0.0,36.67,True,0.2857,2025,True
a00e1842,Writtick Chatterjee,35,35.0,210,201,12,5.743,17.5,2.0,4.0,10.6,0.0,42.38,True,0.0571,2024,False
1ca7c00f,M Carter,36,35.0,210,293,12,8.371,17.5,3.6,8.4,14.4,0.0278,30.48,True,0.1667,2023,False
1b480a44,Homendro Kabrambam,35,35.0,210,312,5,8.914,42.0,3.0,8.0,16.6,0.0,35.24,True,0.2857,2021,False
137e7065,C Valente,35,35.0,210,318,8,9.086,26.25,5.0,9.0,13.6,0.0286,22.86,True,0.2857,2020,False
b2b23612,RG More,36,35.0,210,308,14,8.8,15.0,2.5,8.5,13.5,0.0278,44.76,True,0.3611,2020,False
2df87089,RR Biswa,35,35.0,210,267,7,7.629,30.0,4.0,7.0,13.0,0.0,23.81,True,0.1429,2019,False
76ed445f,Tejas Patel,35,34.83,209,274,9,7.866,23.22,2.16,8.0,12.6,0.0,47.37,True,0.1714,2022,False
d4eef961,M de Lange,37,34.83,209,302,15,8.67,13.93,3.84,8.4,13.32,0.0811,40.19,True,0.1795,2023,False
de7d833e,D Madushanka,35,34.67,208,355,8,10.24,26.0,5.0,9.0,17.2,0.0,33.17,True,0.3429,2026,True
e32d22f6,Pankaj Singh,35,34.67,208,278,8,8.019,26.0,3.0,7.0,13.6,0.0,44.23,True,0.2286,2020,False
7183799b,M Deyal,35,34.5,207,279,9,8.087,23.0,3.0,7.0,15.0,0.0571,35.27,True,0.2286,2023,False
8abdf100,CJ Anderson,39,34.17,205,341,12,9.98,17.08,3.8,10.0,16.4,0.0,32.68,True,0.2564,2026,True
fe473dc2,Ishwar Chaudhary,35,34.17,205,321,7,9.395,29.29,3.0,9.0,16.6,0.0286,41.46,True,0.3143,2019,False
44afbf2d,NJ Maddinson,34,34.0,204,254,13,7.471,15.69,4.0,8.0,11.0,0.0,25.0,True,0.0882,2025,True
736123bb,DN Wellalage,34,34.0,204,214,10,6.294,20.4,3.0,6.0,10.7,0.0588,39.22,True,0.0882,2024,False
43057192,JA Sinclair,34,34.0,204,270,9,7.941,22.67,2.0,7.0,14.7,0.0294,45.1,True,0.2059,2024,False
d3885f28,Techi Neri,34,34.0,204,264,3,7.765,68.0,4.0,7.0,12.7,0.0,31.37,True,0.1765,2021,False
798c67e5,Sunny Rana,34,34.0,204,263,13,7.735,15.69,2.3,9.0,12.7,0.0294,37.25,True,0.1765,2019,False
791a65ce,A Singhania,34,33.83,203,242,9,7.153,22.56,3.0,6.0,13.1,0.0294,31.03,True,0.1176,2020,False
360f4e4b,GG Peters,34,33.17,199,284,13,8.563,15.31,2.3,9.0,14.0,0.0882,42.71,True,0.2941,2025,True
314642ed,K Sinclair,34,33.17,199,216,9,6.513,22.11,1.3,4.5,11.7,0.0,54.27,True,0.1176,2024,False
c0e59e39,Ankit Chaudhary,34,33.17,199,195,12,5.879,16.58,1.0,4.5,12.0,0.0,43.22,True,0.1471,2018,False
c69a7b5c,AS Raut,34,33.17,199,229,4,6.905,49.75,3.0,6.0,12.7,0.0,35.68,True,0.1471,2021,False
96513a65,MD Nidheesh,33,33.0,198,253,10,7.667,19.8,2.0,8.0,13.0,0.0303,43.94,True,0.2727,2020,False
b7d8d5ce,Lalnunkima Varte,33,33.0,198,303,6,9.182,33.0,3.0,9.0,15.6,0.0303,39.9,True,0.2727,2020,False
145c2a1f,Govinda Poddar,33,33.0,198,227,8,6.879,24.75,3.2,7.0,10.8,0.0,34.34,True,0.0909,2021,False
8dfc706f,Shoaib Mohammed Khan,33,33.0,198,216,5,6.545,39.6,3.0,6.0,11.0,0.0,35.86,True,0.0606,2022,False
531f0278,K Santokie,33,33.0,198,285,12,8.636,16.5,4.0,9.0,13.0,0.0,36.36,True,0.2424,2019,False
8fd1a8f5,DW Steyn,33,32.67,196,283,10,8.663,19.6,3.0,8.0,13.8,0.0606,42.35,True,0.2424,2020,False
a73f1f24,Rajesh Mohanty,34,32.5,195,240,8,7.385,24.38,2.3,8.5,11.0,0.0,46.67,True,0.0588,2021,False
5fd3f9db,Abhijeet Saket,34,32.5,195,273,13,8.4,15.0,3.3,8.5,13.4,0.0294,43.59,True,0.1471,2022,False
bd4ea627,Faheem Ashraf,33,32.5,195,264,7,8.123,27.86,3.2,6.0,15.6,0.0,33.85,True,0.2424,2022,False
13dd2a4b,Pankaj Rao,33,32.5,195,247,14,7.6,13.93,2.0,7.0,12.4,0.0606,42.56,True,0.1212,2022,False
47c449c5,Dayyaan Galiem,33,32.17,193,325,9,10.104,21.44,5.2,9.0,15.0,0.0,28.5,True,0.4242,2024,False
8da6dbf1,Sagar Trivedi,32,32.0,192,292,7,9.125,27.43,4.0,9.0,14.8,0.0312,32.81,True,0.1875,2021,False
db481029,Sunny Patel,32,32.0,192,310,5,9.688,38.4,4.1,9.0,14.9,0.0,28.12,True,0.3125,2026,True
201facae,N Mokoena,32,32.0,192,308,13,9.625,14.77,3.1,9.0,16.0,0.0312,38.54,True,0.3438,2025,True
d2550980,Anand Singh,32,32.0,192,266,7,8.312,27.43,4.0,7.5,13.9,0.0,26.04,True,0.2188,2021,False
34cbc9d2,Sankar Paul,32,32.0,192,218,9,6.812,21.33,3.0,6.0,11.0,0.0312,42.19,True,0.0938,2023,False
d014d5ac,SE Rutherford,32,31.83,191,334,9,10.492,21.22,5.0,9.0,18.8,0.0312,28.27,True,0.375,2026,True
a71b0bd3,MG Sirur,32,31.67,190,241,13,7.611,14.62,3.1,7.75,10.9,0.0625,33.68,True,0.0938,2020,False
30225730,Sourabh Majumdar,32,31.67,190,205,8,6.474,23.75,1.2,6.5,10.45,0.0312,46.84,True,0.0312,2023,False
0ff9728b,Ravi Kiran,32,31.5,189,247,9,7.841,21.0,3.1,8.0,12.9,0.0,39.68,True,0.125,2022,False
3b8679bf,Hunain Shah,32,31.33,188,248,12,7.915,15.67,4.0,7.5,12.0,0.0625,34.04,True,0.1562,2026,True
f0380005,Pranshu Vijayran,31,31.0,186,251,6,8.097,31.0,3.0,9.0,13.0,0.0323,38.17,True,0.1935,2022,False
cee8a83d,Arnab Nandi,31,31.0,186,193,8,6.226,23.25,3.0,5.0,10.0,0.0323,39.25,True,0.0968,2020,False
60fbf53a,D Potgieter,31,31.0,186,291,15,9.387,12.4,4.0,8.0,16.0,0.0645,32.8,True,0.3548,2025,True
d3c1f849,Deepraj Gaonkar,31,31.0,186,280,7,9.032,26.57,2.0,8.0,16.0,0.0,20.97,True,0.2258,2023,False
98f27d4b,Kanishk Seth,31,31.0,186,278,10,8.968,18.6,2.0,9.0,14.0,0.0323,38.71,True,0.3226,2024,False
4b6cc6c2,Licha Tehi,31,31.0,186,256,2,8.258,93.0,2.0,8.0,14.0,0.0,37.1,True,0.2258,2019,False
03a83c50,V Viyaskanth,31,31.0,186,233,10,7.516,18.6,3.0,5.0,13.0,0.0,36.56,True,0.1935,2024,False
f2665768,A Phillip,32,31.0,186,291,8,9.387,23.25,3.0,9.5,16.8,0.0,37.63,True,0.3125,2022,False
4557dc54,PA van Meekeren,31,31.0,186,256,8,8.258,23.25,4.0,7.0,14.0,0.0323,45.7,True,0.1613,2023,False
af5b6464,N Bidaisee,31,31.0,186,237,9,7.645,20.67,3.0,8.0,14.0,0.0,34.95,True,0.2258,2026,True
2597e56b,Khrievitso Kense,32,30.83,185,168,13,5.449,14.23,2.0,5.0,8.9,0.0312,47.03,True,0.0312,2023,False
9ed95736,Naushad Shaikh,31,30.83,185,181,8,5.87,23.12,3.0,5.0,11.0,0.0323,36.22,True,0.0968,2021,False
bc67cc22,Bavanaka Sandeep,31,30.5,183,192,4,6.295,45.75,3.0,6.0,10.0,0.0,34.43,True,0.0323,2021,False
adee5bbd,Rakshan Readdi,31,30.33,182,235,9,7.747,20.22,3.0,7.0,15.0,0.0323,41.21,True,0.1613,2023,False
d1988788,Rohan Mustafa,30,30.0,180,225,7,7.5,25.71,2.9,7.0,13.1,0.0,32.22,True,0.2333,2024,False
5b627626,B Aparajith,30,30.0,180,166,9,5.533,20.0,2.9,5.0,10.0,0.0,45.0,True,0.0333,2023,False
2795b0f6,Tanveer Ul-Haq,30,30.0,180,169,10,5.633,18.0,1.9,5.0,10.3,0.0667,51.11,True,0.1,2021,False
02dfebbe,Yash Raj Punja,30,30.0,180,279,9,9.3,20.0,4.0,9.0,15.2,0.0,27.22,True,0.3,2026,True
