identifier,name,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,name_canonical_id,name_canonical_name,name_mapping_method,unique_name_canonical_id,unique_name_canonical_name,unique_name_mapping_method
ebf683f9,M Kelly,Marie Kelly,,,,,,,652939.0,,,,,,,0d5ac7da-5b06-4515-a96f-ad4c9c3e5d57,,,,,,68e26ec9,M Kelly,fuzzy_string_matching,UNRESOLVED,Marie Kelly,unresolved
68e26ec9,M Kelly,M Kelly,,,8051.0,,,,638912.0,,,,1395730.0,,,,,,,,,68e26ec9,M Kelly,fuzzy_string_matching,68e26ec9,M Kelly,fuzzy_string_matching
1feb0d3c,M Kenni,M Kenni,,,,,,,1093507.0,,,,,,,,,,,,,UNRESOLVED,M Kenni,unresolved,UNRESOLVED,M Kenni,unresolved
9f62b897,MKGCP Lakshitha,MKGCP Lakshitha,,,,,,,49598.0,,,,35046.0,,,,,,,,,UNRESOLVED,MKGCP Lakshitha,unresolved,UNRESOLVED,MKGCP Lakshitha,unresolved
24b3651c,MK Gnanasekaram,MK Gnanasekaram,,,,,,,1380123.0,,,,,,,,,,,,,UNRESOLVED,MK Gnanasekaram,unresolved,UNRESOLVED,MK Gnanasekaram,unresolved
024aece0,MK Gohal,MK Gohal,,,,,,,1082759.0,,,,,,,,,,,,,UNRESOLVED,MK Gohal,unresolved,UNRESOLVED,MK Gohal,unresolved
1e843603,M Khauta,M Khauta,,,,,,,1527550.0,,,,,,,,,,,,,UNRESOLVED,M Khauta,unresolved,UNRESOLVED,M Khauta,unresolved
e1631e47,M Khojbariya,M Khojbariya,,,,,,,1459917.0,,,,,,,,,,,,,UNRESOLVED,M Khojbariya,unresolved,UNRESOLVED,M Khojbariya,unresolved
d29d644e,M Khokhar,M Khokhar,,,,,,,1184544.0,,,,,,,,,,,,,UNRESOLVED,M Khokhar,unresolved,UNRESOLVED,M Khokhar,unresolved
95b5bda3,MK Hollard,MK Hollard,,,,,,,1490554.0,,,,,,,,,,,,,UNRESOLVED,MK Hollard,unresolved,UNRESOLVED,MK Hollard,unresolved
9e17928e,M Khumalo,M Khumalo,,,,,,,948605.0,,,,,,,,,,,,,UNRESOLVED,M Khumalo,unresolved,UNRESOLVED,M Khumalo,unresolved
706504a4,M Kijonkova,M Kijonkova,,,,,,,1394125.0,,,,,,,,,,,,,UNRESOLVED,M Kijonkova,unresolved,UNRESOLVED,M Kijonkova,unresolved
00015688,M King,M King,,,,,,,1158425.0,,,,,,,,,,,,,UNRESOLVED,M King,unresolved,UNRESOLVED,M King,unresolved
ce85fcaf,M Klaas,M Klaas,,,,,,,364368.0,,,,337966.0,,,,,,,3175.0,,UNRESOLVED,M Klaas,unresolved,UNRESOLVED,M Klaas,unresolved
b970a03f,M Klinger,M Klinger,,,,,,,6161.0,,,,,,,,,,,,,b970a03f,M Klinger,exact_match,b970a03f,M Klinger,exact_match
da934ee8,MK Lomror,MK Lomror,byUJIVKXAei0ziJJcChQiG1OiILiOJe,,,,,,853265.0,,,,1060254.0,,,1d797052-b067-468b-afde-d2088343b78d,,,,2970.0,,da934ee8,MK Lomror,exact_match,da934ee8,MK Lomror,exact_match
cf38d7e2,MK Mahale,MK Mahale,,,,,,,1216165.0,,,,,,,,,,,,,cf38d7e2,MK Mahale,exact_match,cf38d7e2,MK Mahale,exact_match
f6b4930c,MK Mantri,MK Mantri,,,,,,,30950.0,,,,913.0,,,,,,,,,UNRESOLVED,MK Mantri,unresolved,UNRESOLVED,MK Mantri,unresolved
52c0576c,MK McGillivray,MK McGillivray,,,,,,,486490.0,,,,,,,,,,,,,UNRESOLVED,MK McGillivray,unresolved,UNRESOLVED,MK McGillivray,unresolved
96084621,M Kobayashi,M Kobayashi,,,,,,,352054.0,,,,,,,,,,,,,UNRESOLVED,M Kobayashi,unresolved,UNRESOLVED,M Kobayashi,unresolved
7a652afa,M Kojo,M Kojo,,,,,,,1446901.0,,,,,,,,,,,,,UNRESOLVED,M Kojo,unresolved,UNRESOLVED,M Kojo,unresolved
eb0f2802,M Koli,M Koli,,,,,,,1323423.0,,,,,,,,,,,,,UNRESOLVED,M Koli,unresolved,UNRESOLVED,M Koli,unresolved
94db3502,MK O'Riordan,MK O'Riordan,,,,,,,769529.0,,,,,,,,,,,,,UNRESOLVED,MK O'Riordan,unresolved,UNRESOLVED,MK O'Riordan,unresolved
d45c0528,M Kornet,M Kornet,,,,,,,54671.0,,,,,,,,,,,,,UNRESOLVED,M Kornet,unresolved,UNRESOLVED,M Kornet,unresolved
c381cec5,M Kpaka,M Kpaka,,,,,,,637797.0,,,,,,,,,,,,,UNRESOLVED,M Kpaka,unresolved,UNRESOLVED,M Kpaka,unresolved
93b4fc78,MK Pandey,MK Pandey,JJG1KLA0hQyiXOzIObeciJUiCiJVeiI,,,,,,290630.0,,,,167621.0,,,,,,,123.0,,93b4fc78,MK Pandey,exact_match,93b4fc78,MK Pandey,exact_match
3bc24c1a,MK Patel,MK Patel,,,,,,,233255.0,,,,,,,,,,,,,UNRESOLVED,MK Patel,unresolved,UNRESOLVED,MK Patel,unresolved
91180bcf,MK Patel,Monil Patel,,,,,,,500133.0,,,,,,,,,,,,,UNRESOLVED,MK Patel,unresolved,UNRESOLVED,Monil Patel,unresolved
2b11b4c3,MK Pittman,MK Pittman,,,,,,,877525.0,,,,,,,,,,,,,UNRESOLVED,MK Pittman,unresolved,UNRESOLVED,MK Pittman,unresolved
e298c588,M Krishnadas,M Krishnadas,,,,,,,918287.0,,,,,,,,,,,,,UNRESOLVED,M Krishnadas,unresolved,UNRESOLVED,M Krishnadas,unresolved
3f3b83df,M Krishnamoorthy,M Krishnamoorthy,,,,,,,581575.0,,,,,,,,,,,,,UNRESOLVED,M Krishnamoorthy,unresolved,UNRESOLVED,M Krishnamoorthy,unresolved
1e50426a,M Kristensen,M Kristensen,,,,,,,1036595.0,,,,,,,,,,,,,UNRESOLVED,M Kristensen,unresolved,UNRESOLVED,M Kristensen,unresolved
2d9451cc,MK Thakur,MK Thakur,,,,,,,1418086.0,,,,,,,,,,,,,UNRESOLVED,MK Thakur,unresolved,UNRESOLVED,MK Thakur,unresolved
26e5cabf,MK Tiwary,MK Tiwary,JGycC0iUiiXOVIJKQeLJhzbiJIOA1ie,,,,,,35565.0,,,,,,,,,,,89.0,,26e5cabf,MK Tiwary,exact_match,26e5cabf,MK Tiwary,exact_match
24ce1fcb,M Kudimba,M Kudimba,,,,,,,1395412.0,,,,,,,,,,,,,UNRESOLVED,M Kudimba,unresolved,UNRESOLVED,M Kudimba,unresolved
fec48ffd,M Kularathne,M Kularathne,,,,,,,1403733.0,,,,,,,,,,,,,UNRESOLVED,M Kularathne,unresolved,UNRESOLVED,M Kularathne,unresolved
1f5622a9,M Kulfiwala,M Kulfiwala,,,,,,,1502406.0,,,,,,,,,,,,,UNRESOLVED,M Kulfiwala,unresolved,UNRESOLVED,M Kulfiwala,unresolved
aa4063d0,M Kuppuraj,M Kuppuraj,,,,,,,723589.0,,,,,,,,,,,,,UNRESOLVED,M Kuppuraj,unresolved,UNRESOLVED,M Kuppuraj,unresolved
cd62f670,MK Villiers,MK Villiers,,,,,,,874173.0,,,,1305871.0,,,46240f88-fee7-4c27-bb36-73992c106137,,,,5263.0,,cd62f670,MK Villiers,exact_match,cd62f670,MK Villiers,exact_match
9818cc88,M Kyriacou,M Kyriacou,,,,,,,520026.0,,,,,,,,,,,,,UNRESOLVED,M Kyriacou,unresolved,UNRESOLVED,M Kyriacou,unresolved
fa433be6,M Labuschagne,M Labuschagne,,,7596.0,,,,787987.0,,,,1073270.0,,,ec794eac-3228-4757-849a-ac3fa768348f,,,,4029.0,,fa433be6,M Labuschagne,exact_match,fa433be6,M Labuschagne,exact_match
3ef46a49,MLA Ellis,MLA Ellis,,,,,,,414812.0,,,,,,,,,,,,,UNRESOLVED,MLA Ellis,unresolved,UNRESOLVED,MLA Ellis,unresolved
aa844d38,M Lakshan,M Lakshan,,,,,,,985497.0,,,,,,,,,,,,,UNRESOLVED,M Lakshan,unresolved,UNRESOLVED,M Lakshan,unresolved
eaa5cb7c,M Landsman,M Landsman,,,,,,,1176719.0,,,,,,,,,,,,,UNRESOLVED,M Landsman,unresolved,UNRESOLVED,M Landsman,unresolved
1455f4bb,M Lane,M Lane,,,,,,,1083687.0,,,,,,,,,,,,,UNRESOLVED,M Lane,unresolved,UNRESOLVED,M Lane,unresolved
433e3e9d,ML Apte,ML Apte,,,,,,,26269.0,,,,942.0,,,,,,,,,UNRESOLVED,ML Apte,unresolved,UNRESOLVED,ML Apte,unresolved
c2409632,ML Bojang,ML Bojang,,,,,,,1155628.0,,,,,,,,,,,,,UNRESOLVED,ML Bojang,unresolved,UNRESOLVED,ML Bojang,unresolved
9853b404,ML Castillo,ML Castillo,,,,,,,1287086.0,,,,,,,,,,,,,UNRESOLVED,ML Castillo,unresolved,UNRESOLVED,ML Castillo,unresolved
da990d90,MLC Foster,MLC Foster,,,,,,,51793.0,,,,1330.0,,,,,,,,,UNRESOLVED,MLC Foster,unresolved,UNRESOLVED,MLC Foster,unresolved
92aa28fe,ML Cummins,ML Cummins,,,,,,,556749.0,,,,966329.0,,,,,,,2891.0,,92aa28fe,ML Cummins,exact_match,92aa28fe,ML Cummins,exact_match
e7a0cb9a,M Leporoporo,M Leporoporo,,,,,,,1163135.0,,,,,,,,,,,,,UNRESOLVED,M Leporoporo,unresolved,UNRESOLVED,M Leporoporo,unresolved
ae9c4c29,M Le Ray,M Le Ray,,,,,,,1321441.0,,,,,,,,,,,,,UNRESOLVED,M Le Ray,unresolved,UNRESOLVED,M Le Ray,unresolved
6a71ba3a,M Levitt,M Levitt,,,,,,,1071504.0,,,,,,,,,,,,,UNRESOLVED,M Levitt,unresolved,UNRESOLVED,M Levitt,unresolved
6f7f6aa3,M Leyland,M Leyland,,,,,,,16287.0,,,,490.0,,,,,,,,,UNRESOLVED,M Leyland,unresolved,UNRESOLVED,M Leyland,unresolved
3dd31834,ML Ford,ML Ford,,,,,,,252859.0,,,,,,,,,,,,,UNRESOLVED,ML Ford,unresolved,UNRESOLVED,ML Ford,unresolved
658aedea,ML Gibbs,ML Gibbs,,,,,,,803975.0,,,,,,,,,,,,,UNRESOLVED,ML Gibbs,unresolved,UNRESOLVED,ML Gibbs,unresolved
27fa592f,ML Gibson,ML Gibson,,,,,,,947807.0,,,,,,,,,,,,,UNRESOLVED,ML Gibson,unresolved,UNRESOLVED,ML Gibson,unresolved
26782b4e,ML Granger,ML Granger,,,,,,,333814.0,,,,,,,,,,,,,UNRESOLVED,ML Granger,unresolved,UNRESOLVED,ML Granger,unresolved
865eae1f,ML Green,ML Green,,,6856.0,,,,438265.0,,,,916034.0,,,47bc0081-e381-44a3-9af7-4cc7d5731a41,,,,1790.0,,865eae1f,ML Green,exact_match,865eae1f,ML Green,exact_match
3b62a6b4,MLG Silva,MLG Silva,,,,,,,1283425.0,,,,,,,,,,,,,UNRESOLVED,MLG Silva,unresolved,UNRESOLVED,MLG Silva,unresolved
9f86e380,ML Guptill-Bunce,ML Guptill-Bunce,,,,,,,330220.0,,,,,,,5e88f2e0-562a-41ae-9cf2-ad6a90094637,,,,,,UNRESOLVED,ML Guptill-Bunce,unresolved,UNRESOLVED,ML Guptill-Bunce,unresolved
d8699ab7,ML Hayden,ML Hayden,,,,,,,5616.0,,,,2118.0,,,,,,,352.0,,d8699ab7,ML Hayden,exact_match,d8699ab7,ML Hayden,exact_match
d032e083,ML Jaisimha,ML Jaisimha,,,,,,,29663.0,,,,1109.0,,,,,,,,,UNRESOLVED,ML Jaisimha,unresolved,UNRESOLVED,ML Jaisimha,unresolved
4302af3d,ML Karlsen,ML Karlsen,,,,,,,1317019.0,,,,,,,,,,,,,UNRESOLVED,ML Karlsen,unresolved,UNRESOLVED,ML Karlsen,unresolved
2dece89c,ML Kirk,ML Kirk,,,,,,,628230.0,,,,,,,877ccf7d-6920-464a-b24d-20f65ed93697,,,,,,2dece89c,ML Kirk,exact_match,2dece89c,ML Kirk,exact_match
79e23cc5,ML Kostic,ML Kostic,,,,,,,1321223.0,,,,,,,,,,,,,UNRESOLVED,ML Kostic,unresolved,UNRESOLVED,ML Kostic,unresolved
8b8745fd,ML Lewis,ML Lewis,,,,,,,6291.0,,,,,,,,,,,,,UNRESOLVED,ML Lewis,unresolved,UNRESOLVED,ML Lewis,unresolved
c4b94434,ML Love,ML Love,,,,,,,6321.0,,,,6246.0,,,,,,,,,UNRESOLVED,ML Love,unresolved,UNRESOLVED,ML Love,unresolved
014cfac4,MLL Taylor,MLL Taylor,,,,,,,1335840.0,,,,,,,c09e7239-d357-42d3-b46c-ca73941663fa,,,,,,014cfac4,MLL Taylor,exact_match,014cfac4,MLL Taylor,exact_match
08afdd99,ML Lynch,ML Lynch,,,,,,,54536.0,,,,,,,,,,,,,UNRESOLVED,ML Lynch,unresolved,UNRESOLVED,ML Lynch,unresolved
a6710e6c,ML Maiava,ML Maiava,,,,,,,1082719.0,,,,,,,,,,,,,UNRESOLVED,ML Maiava,unresolved,UNRESOLVED,ML Maiava,unresolved
57bfcf8c,ML Mitchell,ML Mitchell,,,,,,,232993.0,,,,,,,,,,,,,UNRESOLVED,ML Mitchell,unresolved,UNRESOLVED,ML Mitchell,unresolved
be8eec9c,ML Nkala,ML Nkala,,,,,,,55663.0,,,,6288.0,,,,,,,,,UNRESOLVED,ML Nkala,unresolved,UNRESOLVED,ML Nkala,unresolved
52a0e81d,MLN Sissako,MLN Sissako,,,,,,,1276643.0,,,,,,,,,,,,,UNRESOLVED,MLN Sissako,unresolved,UNRESOLVED,MLN Sissako,unresolved
e6d1f4bb,M Lollo,M Lollo,,,,,,,1203222.0,,,,,,,,,,,,,UNRESOLVED,M Lollo,unresolved,UNRESOLVED,M Lollo,unresolved
1d8c298b,M Louis,M Louis,,,,,,,1078695.0,,,,,,,,,,,,,1d8c298b,M Louis,exact_match,1d8c298b,M Louis,exact_match
e4b126b0,M Loveday,M Loveday,,,,,,,1318953.0,,,,,,,,,,,,,UNRESOLVED,M Loveday,unresolved,UNRESOLVED,M Loveday,unresolved
cf12a7ba,ML Page,ML Page,,,,,,,38109.0,,,,531.0,,,,,,,,,UNRESOLVED,ML Page,unresolved,UNRESOLVED,ML Page,unresolved
27258b3e,ML Patel,ML Patel,,,,,,,24784.0,,,,,,,,,,,,,UNRESOLVED,ML Patel,unresolved,UNRESOLVED,ML Patel,unresolved
eba62359,ML Pettini,ML Pettini,,,,,,,18657.0,,,,,,,,,,,,,UNRESOLVED,ML Pettini,unresolved,UNRESOLVED,ML Pettini,unresolved
8d49abda,MLR Buddika,MLR Buddika,,,,,,,366421.0,,,,,,,,,,,,,UNRESOLVED,MLR Buddika,unresolved,UNRESOLVED,MLR Buddika,unresolved
28217d89,ML Revis,ML Revis,,,,,,,1150021.0,,,,1865527.0,,,16988418-5646-490e-af1c-a4488a687c98,,,,13606.0,,28217d89,ML Revis,exact_match,28217d89,ML Revis,exact_match
264c864e,MLR Karunaratne,MLR Karunaratne,,,,,,,324492.0,,,,,,,,,,,,,UNRESOLVED,MLR Karunaratne,unresolved,UNRESOLVED,MLR Karunaratne,unresolved
17608a6f,ML Schutt,ML Schutt,,,5981.0,,,,420314.0,,,,913864.0,,,,,,,997.0,,17608a6f,ML Schutt,exact_match,17608a6f,ML Schutt,exact_match
f4f307d4,ML Sturge,ML Sturge,,,,,,,1385351.0,,,,,,,625bd8b4-8006-4691-8730-6fb685b620ea,,,,,,UNRESOLVED,ML Sturge,unresolved,UNRESOLVED,ML Sturge,unresolved
a4bdab82,ML Su'a,ML Su'a,,,,,,,38409.0,,,,2002.0,,,,,,,,,UNRESOLVED,ML Su'a,unresolved,UNRESOLVED,ML Su'a,unresolved
86d7acf4,ML Turner,ML Turner,,,,,,,22135.0,,,,,,,,,,,,,UNRESOLVED,ML Turner,unresolved,UNRESOLVED,ML Turner,unresolved
5f5e0c8c,ML Udawatte,ML Udawatte,,,,,,,50802.0,,,,75662.0,,,,,,,685.0,,UNRESOLVED,ML Udawatte,unresolved,UNRESOLVED,ML Udawatte,unresolved
af24d8de,M Lumsden,M Lumsden,,,,,,,1488180.0,,,,,,,aa46546e-27cd-453b-9836-babc7c572f5a,,,,,,af24d8de,M Lumsden,exact_match,af24d8de,M Lumsden,exact_match
d86c67c8,ML White,ML White,,,,,,,53463.0,,,,,,,,,,,,,UNRESOLVED,ML White,unresolved,UNRESOLVED,ML White,unresolved
0b71685d,ML Wrigley,ML Wrigley,,,,,,,1452796.0,,,,,,,,,,,,,UNRESOLVED,ML Wrigley,unresolved,UNRESOLVED,ML Wrigley,unresolved
6061de69,M Mabvuka,M Mabvuka,,,,,,,1158389.0,,,,,,,,,,,,,UNRESOLVED,M Mabvuka,unresolved,UNRESOLVED,M Mabvuka,unresolved
9f2cca6b,M Macelli,M Macelli,,,,,,,1390785.0,,,,,,,,,,,,,UNRESOLVED,M Macelli,unresolved,UNRESOLVED,M Macelli,unresolved
fd34bcb0,M Machado,M Machado,,,,,,,362683.0,,,,,,,,,,,,,UNRESOLVED,M Machado,unresolved,UNRESOLVED,M Machado,unresolved
ecbcfef6,M Madara,M Madara,,,,,,,1371669.0,,,,,,,,,,,,,UNRESOLVED,M Madara,unresolved,UNRESOLVED,M Madara,unresolved
ec75e72a,M Madubashana,M Madubashana,,,,,,,1487466.0,,,,,,,,,,,,,UNRESOLVED,M Madubashana,unresolved,UNRESOLVED,M Madubashana,unresolved
7a787b98,M Magagula,M Magagula,,,,,,,1163164.0,,,,,,,,,,,,,UNRESOLVED,M Magagula,unresolved,UNRESOLVED,M Magagula,unresolved
0441a1f5,M Maguire,M Maguire,,,,,,,1186116.0,,,,,,,,,,,,,UNRESOLVED,M Maguire,unresolved,UNRESOLVED,M Maguire,unresolved
f8f2ec39,MMA Jonkman,MMA Jonkman,,,,,,,306982.0,,,,,,,,,,,,,UNRESOLVED,MMA Jonkman,unresolved,UNRESOLVED,MMA Jonkman,unresolved
bb351c23,MM Ali,MM Ali,,,,,,,8917.0,,,11245.0,46081.0,,,d883fb84-0cb7-6f42-b159-e1fdbd67f96a,,,,1735.0,,bb351c23,MM Ali,exact_match,bb351c23,MM Ali,exact_match
e15c6692,M Malle,M Malle,,,,,,,1345185.0,,,,,,,,,,,,,UNRESOLVED,M Malle,unresolved,UNRESOLVED,M Malle,unresolved
2cd3b457,M Manack,M Manack,,,,,,,946255.0,,,,,,45616.0,,,,,,,UNRESOLVED,M Manack,unresolved,UNRESOLVED,M Manack,unresolved
a4d2b121,M Mangla,M Mangla,,,,,,,1422859.0,,,,,,,,,,,,,UNRESOLVED,M Mangla,unresolved,UNRESOLVED,M Mangla,unresolved
b9fec7a5,M Mangru,M Mangru,,,,,,,907733.0,,,,,,,,,,,,,UNRESOLVED,M Mangru,unresolved,UNRESOLVED,M Mangru,unresolved
c42aaf71,M Manhas,M Manhas,iIziee0cAJCJVXO1KhIyJUOQGiiLibJ,,,,,,31001.0,,,,,,,,,,,124.0,,c42aaf71,M Manhas,exact_match,c42aaf71,M Manhas,exact_match
8d1ade08,M Mani,M Mani,,,,,,,960949.0,,,,,,,,,,,,,UNRESOLVED,M Mani,unresolved,UNRESOLVED,M Mani,unresolved
e5b16284,M Manivannan,M Manivannan,,,,,,,1399345.0,,,,,,,,,,,,,UNRESOLVED,M Manivannan,unresolved,UNRESOLVED,M Manivannan,unresolved
20e085c6,M Mansaray,M Mansaray,,,,,,,346547.0,,,,,,,,,,,,,UNRESOLVED,M Mansaray,unresolved,UNRESOLVED,M Mansaray,unresolved
7c18b36c,M Marais,M Marais,,,,,,,485216.0,,,,,,,,,,,,,UNRESOLVED,M Marais,unresolved,UNRESOLVED,M Marais,unresolved
362e44f9,M Marchello,M Marchello,,,,,,,1196246.0,,,,,,,,,,,,,UNRESOLVED,M Marchello,unresolved,UNRESOLVED,M Marchello,unresolved
2feef01b,M Marin,M Marin,,,,,,,1333933.0,,,,,,,,,,,,,UNRESOLVED,M Marin,unresolved,UNRESOLVED,M Marin,unresolved
69cbd850,M Mariyappan,M Mariyappan,,,,,,,1455288.0,,,,,,,,,,,,,UNRESOLVED,M Mariyappan,unresolved,UNRESOLVED,M Mariyappan,unresolved
a9fd84fb,M Markande,M Markande,Q0GJOJCJLO1UiKiAeJIiyzVbXihcieI,,,,,,1081442.0,,,,,,,,,,,4951.0,,a9fd84fb,M Markande,exact_match,a9fd84fb,M Markande,exact_match
4d9e5ec8,M Martin,M Martin,,,,,,,1284221.0,,,,,,,,,,,,,UNRESOLVED,M Martin,unresolved,UNRESOLVED,M Martin,unresolved
f0ddeafb,M Martinez,M Martinez,,,,,3520708.0,,1203227.0,,,,,,,,,,,,,UNRESOLVED,M Martinez,unresolved,UNRESOLVED,M Martinez,unresolved
d204a45a,M Mastrangelo,M Mastrangelo,,,,,,,1546410.0,,,,,,,,,,,,,UNRESOLVED,M Mastrangelo,unresolved,UNRESOLVED,M Mastrangelo,unresolved
021b4be9,M Matine,M Matine,,,,,,,1158407.0,,,,,,,,,,,,,UNRESOLVED,M Matine,unresolved,UNRESOLVED,M Matine,unresolved
6f37931c,M Matobole,M Matobole,,,,,,,1158383.0,,,,,,,,,,,,,UNRESOLVED,M Matobole,unresolved,UNRESOLVED,M Matobole,unresolved
e9200997,M Matthew,M Matthew,,,,,,,52621.0,,,,,,,,,,,,,e9200997,M Matthew,exact_match,e9200997,M Matthew,exact_match
bb411d1e,M Mavunga,M Mavunga,,,,,,,1273947.0,,,,,,,,,,,,,UNRESOLVED,M Mavunga,unresolved,UNRESOLVED,M Mavunga,unresolved
02fdf3ca,M May,M May,,,,,,,1276662.0,,,,,,,,,,,,,UNRESOLVED,M May,unresolved,UNRESOLVED,M May,unresolved
add288ea,MM Baig,MM Baig,,,,,,,633561.0,,,,,,,8f7852c8-e542-493a-bfbb-f335c99cf48b,,,,,,UNRESOLVED,MM Baig,unresolved,UNRESOLVED,MM Baig,unresolved
109eb0af,M Mbangwa,M Mbangwa,,,,,,,55584.0,,,,3393.0,,,,,,,,,UNRESOLVED,M Mbangwa,unresolved,UNRESOLVED,M Mbangwa,unresolved
e9113cfb,MM Betts,MM Betts,,,,,,,9084.0,,,,,,,,,,,,,UNRESOLVED,MM Betts,unresolved,UNRESOLVED,MM Betts,unresolved
180bb105,MMBRSTC Wanigaratne,MMBRSTC Wanigaratne,,,,,,,267861.0,,,,,,,,,,,,,UNRESOLVED,MMBRSTC Wanigaratne,unresolved,UNRESOLVED,MMBRSTC Wanigaratne,unresolved
d5fa2ab3,M McColl,M McColl,,,,,,,1146027.0,,,,,,,,,,,,,UNRESOLVED,M McColl,unresolved,UNRESOLVED,M McColl,unresolved
f4b9d4e0,MM Chaudhary,MM Chaudhary,,,,,,,587167.0,,,,,,,,,,,,,UNRESOLVED,MM Chaudhary,unresolved,UNRESOLVED,MM Chaudhary,unresolved
983a0c34,MM Dekeling,MM Dekeling,,,,,,,1385477.0,,,,,,,,,,,,,UNRESOLVED,MM Dekeling,unresolved,UNRESOLVED,MM Dekeling,unresolved
5a8f16fc,M Mehta,M Mehta,,,,,,,552332.0,,,,,,,,,,,,,UNRESOLVED,M Mehta,unresolved,UNRESOLVED,M Mehta,unresolved
41729aa5,M Mellifont,M Mellifont,,,,,,,463305.0,,,,,,,,,,,,,UNRESOLVED,M Mellifont,unresolved,UNRESOLVED,M Mellifont,unresolved
8629178f,MM English,MM English,,,,,,,470900.0,,,,,,,,,,,1643.0,,UNRESOLVED,MM English,unresolved,UNRESOLVED,MM English,unresolved
f763e221,M Mete,M Mete,,,,,,,1182779.0,,,,,,,,,,,,,UNRESOLVED,M Mete,unresolved,UNRESOLVED,M Mete,unresolved
dea667e5,M Methtananda,M Methtananda,,,,,,,557795.0,,,,,,,,,,,,,UNRESOLVED,M Methtananda,unresolved,UNRESOLVED,M Methtananda,unresolved
b52f7ad9,MM French,MM French,,,,,,,886501.0,,,,,,,,,,,,,UNRESOLVED,MM French,unresolved,UNRESOLVED,MM French,unresolved
9ea3dd1a,M Mhlanga,M Mhlanga,,,,,,,1070783.0,,,,,,,,,,,,,UNRESOLVED,M Mhlanga,unresolved,UNRESOLVED,M Mhlanga,unresolved
4ff67681,MM Iqbal,MM Iqbal,,,,,,,25433.0,,,,,,,,,,,,,UNRESOLVED,MM Iqbal,unresolved,UNRESOLVED,MM Iqbal,unresolved
27e003ce,MM Lanning,MM Lanning,,,5849.0,,,,329336.0,,,,250897.0,,,eb6e4dcd-ac35-44a0-88ba-f40128ba0409,,,,469.0,,27e003ce,MM Lanning,exact_match,27e003ce,MM Lanning,exact_match
7544bf30,MM Letsoalo,MM Letsoalo,,,,,,,276682.0,,,,,,,,,,,426.0,,UNRESOLVED,MM Letsoalo,unresolved,UNRESOLVED,MM Letsoalo,unresolved
fb432bd3,MM Mabathoana,MM Mabathoana,,,,,,,1395422.0,,,,,,,,,,,,,UNRESOLVED,MM Mabathoana,unresolved,UNRESOLVED,MM Mabathoana,unresolved
54fff140,MMMS Cooray,MMMS Cooray,,,,,,,858925.0,,,,,,,,,,,,,UNRESOLVED,MMMS Cooray,unresolved,UNRESOLVED,MMMS Cooray,unresolved
34628c4a,M Moalosi,M Moalosi,,,,,,,1158377.0,,,,,,,,,,,,,UNRESOLVED,M Moalosi,unresolved,UNRESOLVED,M Moalosi,unresolved
024e0635,M Modise,M Modise,,,,,,,1530573.0,,,,,,,,,,,,,UNRESOLVED,M Modise,unresolved,UNRESOLVED,M Modise,unresolved
31fe1419,M Modric,M Modric,,,,,,,1438302.0,,,,,,,,,,,,,UNRESOLVED,M Modric,unresolved,UNRESOLVED,M Modric,unresolved
1b7c4d69,M Mohammed,M Mohammed,icJViJKIJzIeihUyQiOOLiGe01AbCXJ,,,,,,588328.0,,,,,,,,,,,,,1b7c4d69,M Mohammed,exact_match,1b7c4d69,M Mohammed,exact_match
cbce8ead,M Mohapi,M Mohapi,,,,,,,1530576.0,,,,,,,,,,,,,UNRESOLVED,M Mohapi,unresolved,UNRESOLVED,M Mohapi,unresolved
210aa845,M Mohasane,M Mohasane,,,,,,,1158381.0,,,,,,,,,,,,,UNRESOLVED,M Mohasane,unresolved,UNRESOLVED,M Mohasane,unresolved
fc32e121,M Mokoatsela,M Mokoatsela,,,,,,,1395424.0,,,,,,,,,,,,,UNRESOLVED,M Mokoatsela,unresolved,UNRESOLVED,M Mokoatsela,unresolved
ebeb2e9f,M Moller,M Moller,,,,,,,951467.0,,,,,,,,,,,,,UNRESOLVED,M Moller,unresolved,UNRESOLVED,M Moller,unresolved
7671203a,M Montgomery,M Montgomery,,,,,,,596062.0,,,,,,,6eb977c1-67f0-490e-aaa5-6b0ef4193a25,,,,,,UNRESOLVED,M Montgomery,unresolved,UNRESOLVED,M Montgomery,unresolved
008a024c,M Mooketsi,M Mooketsi,,,,,,,1089938.0,,,,,,,,,,,,,UNRESOLVED,M Mooketsi,unresolved,UNRESOLVED,M Mooketsi,unresolved
950a79f4,M Morettini,M Morettini,,,,,,,303940.0,,,,,,,,,,,,,UNRESOLVED,M Morettini,unresolved,UNRESOLVED,M Morettini,unresolved
5bb5a915,M Morkel,M Morkel,,,3482.0,,,,46538.0,,,,62310.0,,,,,,,169.0,,5bb5a915,M Morkel,exact_match,5bb5a915,M Morkel,exact_match
8836fcac,M Mosehle,M Mosehle,,,,,,,327832.0,,,,,,,,,,,865.0,,UNRESOLVED,M Mosehle,unresolved,UNRESOLVED,M Mosehle,unresolved
